pid,experimental_block,state,congressional_district,treatment_assignment,estimated_turnout_2018,clinton_votes_2016,trump_votes_2016,total_votes_2016,house_dem_votes_2018,house_rep_votes_2018,house_total_votes_2018,number_registered_voters,number_targets
6944,1008,PA,16,Treatment,774.29928,602,427,1076,451,296,751,1471,230
6945,888,OH,12,Control,735.31548,352,345,723,357,308,675,872,434
6946,1009,PA,16,Treatment,159.00411,132,67,210,90,37,132,429,140
6947,1232,WA,5,Treatment,45.58344,84,25,128,79,26,105,197,8
6948,273,FL,15,Treatment,1251.92823,648,727,1429,747,811,1591,2205,697
6949,1164,VA,2,Treatment,1689.72069,917,879,1920,881,779,1660,3053,1235
6950,1241,WA,5,Treatment,120.93879,17,92,112,17,96,113,159,59
6951,1169,VA,5,Treatment,945.62418,299,688,1012,235,592,827,1488,283
6952,647,MN,8,Treatment,979.16289,430,722,1248,434,584,1065,1435,109
6953,569,MN,3,Treatment,1146.65778,840,639,1609,852,550,1412,1835,211
6954,917,PA,7,Treatment,737.82453,657,357,1055,548,248,835,1577,2
6955,322,IL,12,Treatment,340.84638,186,176,391,190,114,326,705,630
6956,324,IL,14,Treatment,895.81212,311,594,981,324,470,794,1390,828
6957,1117,VA,7,Treatment,480.98166,180,348,539,156,269,429,781,163
6958,764,NV,3,Treatment,548.91435,396,402,841,381,319,726,1314,1198
6959,1105,VA,2,Control,1470.92637,608,880,1598,619,820,1439,2489,971
6960,1206,WA,3,Treatment,184.50354,70,98,182,78,110,188,282,150
6961,797,OH,1,Treatment,473.74218,61,380,455,55,327,393,589,494
6962,1120,VA,5,Treatment,495.86697,172,365,545,145,318,463,814,182
6963,1301,WA,5,Treatment,705.58098,228,426,703,259,455,714,939,107
6964,1148,VA,7,Treatment,2011.32285,884,1232,2267,877,972,1870,3757,1689
6965,503,IL,6,Treatment,340.91217,288,222,560,199,108,307,650,72
6966,1201,WA,5,Treatment,783.98589,515,221,813,594,256,850,1121,113
6967,64,FL,18,Treatment,1833.92592,771,1237,2048,807,1103,1926,2506,1247
6968,117,FL,6,Treatment,1346.37945,377,1227,1652,374,995,1389,2357,1058
6969,507,IL,14,Treatment,704.38257,256,411,711,211,347,558,1018,420
6970,660,NV,3,Treatment,567.3162,306,452,808,288,341,681,1048,771
6971,841,OH,1,Treatment,281.76825,378,9,397,233,12,248,904,868
6972,454,IL,14,Treatment,793.2468,318,470,838,334,374,708,1309,584
6973,1190,VA,2,Treatment,1455.94044,611,855,1562,676,802,1478,2695,1137
6974,869,OH,1,Treatment,713.22423,293,491,829,263,396,677,1044,485
6975,963,PA,16,Treatment,575.33871,261,385,676,283,234,526,994,204
6976,249,FL,16,Treatment,1562.77179,1184,527,1784,1147,516,1687,2395,1013
6977,643,MN,8,Treatment,469.9728,298,281,625,292,223,560,689,226
6978,384,IL,6,Treatment,285.9801,192,120,334,171,86,257,501,227
6979,534,MN,8,Treatment,92.02086,39,60,108,40,47,93,117,29
6980,650,MN,1,Treatment,99.21003,39,82,133,41,61,102,139,86
6981,1247,WA,3,Treatment,518.03175,79,239,338,188,352,540,822,413
6982,1076,PA,16,Treatment,425.09757,76,395,483,93,303,404,676,150
6983,906,PA,10,Treatment,730.00326,350,461,856,355,391,748,1176,10
6984,1316,WA,3,Treatment,1013.14923,459,474,998,545,547,1092,1558,1205
6985,474,IL,12,Control,354.17466,159,259,444,151,137,307,695,613
6986,794,OH,12,Treatment,549.09108,219,324,582,152,308,466,954,229
6987,906,PA,11,Treatment,811.3455,382,486,926,411,401,812,1214,27
6988,1178,VA,10,Treatment,831.59076,402,346,801,412,373,785,1346,373
6989,660,NV,3,Treatment,562.70445,356,359,789,364,300,700,1085,832
6990,502,IL,12,Treatment,407.44521,233,222,485,215,184,411,703,478
6991,590,MN,3,Treatment,1351.7136,902,509,1563,936,508,1448,1701,895
6992,1311,WA,3,Treatment,762.77571,409,441,921,392,476,868,1489,635
6993,1115,VA,1,Treatment,596.07546,198,361,580,165,342,507,945,119
6994,634,MN,1,Treatment,100.9167,19,100,128,34,87,121,138,116
6995,1097,VA,2,Treatment,1723.5045,959,864,2002,961,686,1647,3659,1375
6996,891,OH,1,Treatment,922.07007,143,756,952,137,676,839,1202,652
6997,73,FL,15,Treatment,1541.68416,663,1133,1887,576,1034,1635,2515,602
6998,985,PA,7,Treatment,1470.76899,492,1167,1731,498,876,1426,2214,57
6999,1223,WA,5,Treatment,325.84239,46,248,310,56,248,304,395,130
7000,911,PA,7,Treatment,550.08051,638,228,896,449,148,611,1540,4
7001,794,OH,12,Treatment,546.59622,205,397,632,193,286,490,1207,151
7002,404,IL,13,Treatment,624.98307,351,230,620,363,219,582,867,0
7003,1221,WA,3,Treatment,467.91267,243,274,547,267,284,551,995,513
7004,844,OH,1,Treatment,562.97664,606,93,718,500,76,586,1053,823
7005,1107,VA,10,Treatment,2170.77459,805,1093,2100,995,1201,2196,3614,557
7006,604,MN,3,Treatment,1419.1161,944,635,1749,911,651,1565,1866,700
7007,790,NV,4,Treatment,794.65935,244,632,942,247,528,816,1495,869
7008,1214,WA,5,Treatment,219.31419,37,163,209,37,158,195,288,119
7009,1110,VA,2,Treatment,473.07009,301,200,526,305,157,462,883,428
7010,1154,VA,1,Treatment,395.4753,145,279,451,106,255,361,616,53
7011,479,IL,14,Treatment,1190.75385,600,553,1270,656,498,1154,1776,609
7012,588,MN,8,Treatment,350.27628,119,296,445,123,261,405,494,136
7013,69,FL,15,Treatment,584.03202,159,549,738,166,431,613,1014,245
7014,391,IL,12,Treatment,553.67058,250,317,599,260,252,531,838,720
7015,764,NV,3,Treatment,472.36059,355,318,725,313,236,607,1313,1276
7016,652,MN,1,Treatment,383.87433,180,254,481,196,200,396,543,241
7017,400,IL,12,Treatment,566.14617,127,452,605,165,339,520,868,720
7018,796,OH,1,Treatment,557.28516,116,377,524,181,423,609,818,653
7019,846,OH,1,Treatment,1191.20793,306,797,1159,319,792,1122,1444,1070
7020,554,MN,8,Treatment,65.19918,43,52,106,40,37,87,118,27
7021,811,OH,1,Treatment,337.16343,121,311,454,80,189,285,874,791
7022,836,OH,12,Control,527.04885,288,528,849,167,322,494,706,432
7023,890,OH,12,Treatment,459.90177,393,233,688,417,177,604,1095,270
7024,900,OH,1,Treatment,588.74568,269,320,625,249,290,543,787,718
7025,1283,WA,5,Control,256.28688,117,223,411,79,112,191,1056,172
7026,559,MN,3,Control,3299.44074,1334,2444,4120,1406,2316,3731,4675,1975
7027,426,IL,13,Treatment,163.44558,32,123,159,32,91,123,212,65
7028,324,IL,14,Treatment,646.26936,227,392,652,260,301,561,1090,481
7029,847,OH,1,Treatment,632.23545,164,505,687,151,444,600,867,798
7030,778,NV,3,Treatment,450.32481,377,325,755,336,266,649,1204,929
7031,427,IL,13,Treatment,922.14231,242,766,1061,256,551,808,1597,349
7032,1003,PA,16,Treatment,474.18852,268,281,578,265,182,451,837,235
7033,313,IL,12,Treatment,443.45169,232,214,489,214,174,410,744,644
7034,1344,WA,3,Treatment,246.94599,106,135,267,130,141,271,460,265
7035,749,NV,3,Treatment,545.90865,321,388,748,314,321,655,956,732
7036,3,FL,18,Treatment,361.30191,148,267,428,120,259,383,553,193
7037,794,OH,12,Control,699.28965,297,464,813,304,318,636,1448,257
7038,1011,PA,16,Treatment,208.34145,59,167,233,77,125,203,352,56
7039,857,OH,1,Treatment,666.79326,193,589,800,154,458,628,1057,890
7040,478,IL,12,Treatment,378.61887,121,280,421,125,224,359,800,740
7041,1228,WA,3,Control,195.39114,84,96,191,104,101,205,291,269
7042,1114,VA,7,Treatment,1615.0284,430,1126,1633,524,1039,1574,2677,776
7043,1137,VA,5,Treatment,1387.8594,1106,406,1627,1097,390,1487,2511,1450
7044,1279,WA,3,Treatment,779.46186,287,488,830,290,514,804,1124,815
7045,39,FL,18,Treatment,907.33956,407,608,1063,422,570,1006,1404,274
7046,939,PA,7,Control,798.86991,323,533,896,292,408,724,1170,0
7047,1002,PA,10,Treatment,1423.52532,981,578,1621,948,482,1431,2204,83
7048,649,MN,1,Treatment,378.95814,447,274,832,451,158,609,762,567
7049,776,NV,3,Treatment,595.04217,179,433,655,183,379,586,802,661
7050,329,IL,13,Treatment,285.12096,112,172,302,103,143,246,452,1
7051,428,IL,12,Treatment,237.09942,491,99,675,400,76,502,1171,968
7052,140,FL,18,Treatment,93.75204,40,59,104,48,62,112,175,60
7053,709,NV,4,Treatment,907.37697,472,644,1179,432,542,1027,1669,644
7054,1313,WA,5,Treatment,572.70969,270,280,610,276,307,583,850,89
7055,1265,WA,3,Treatment,206.62188,133,85,242,159,84,243,414,219
7056,844,OH,1,Treatment,834.79641,737,149,909,657,121,786,1230,887
7057,439,IL,12,Treatment,229.85994,194,76,294,159,54,219,612,494
7058,358,IL,13,Treatment,606.81987,138,456,626,124,389,514,891,143
7059,1183,VA,5,Treatment,1185.55128,576,679,1307,516,545,1061,1993,756
7060,419,IL,13,Treatment,339.62088,215,105,346,225,97,322,487,0
7061,874,OH,1,Treatment,720.08703,674,141,853,608,115,740,1426,1209
7062,739,NV,3,Treatment,420.61482,362,219,628,458,193,675,1371,1260
7063,622,MN,8,Treatment,228.94146,105,144,262,98,126,228,292,55
7064,1040,PA,10,Control,1113.50736,598,644,1334,619,519,1138,1884,28
7065,1192,VA,10,Treatment,2511.52422,731,940,1805,1029,1133,2162,4450,950
7066,554,MN,8,Treatment,210.64281,97,204,313,104,120,233,324,78
7067,45,FL,6,Treatment,1635.84255,566,1356,1992,571,1165,1790,2455,764
7068,43,FL,15,Treatment,1260.26679,963,706,1778,768,533,1354,2978,1334
7069,1329,WA,3,Treatment,273.06075,71,180,272,71,191,262,361,189
7070,1007,PA,11,Treatment,1254.84105,579,709,1332,561,661,1222,1711,40
7071,898,OH,1,Treatment,710.9964,204,498,741,176,487,669,905,550
7072,614,MN,8,Treatment,159.73941,60,133,209,61,107,173,233,40
7073,252,FL,6,Treatment,1941.91053,1735,502,2318,1654,477,2163,3882,1825
7074,59,FL,18,Treatment,243.25788,130,164,302,138,146,289,398,161
7075,800,OH,12,Treatment,917.5125,132,421,575,208,576,795,1378,248
7076,597,MN,8,Treatment,1054.50921,655,531,1269,672,453,1171,1374,1188
7077,699,NV,3,Control,712.2864,337,486,843,337,379,742,967,811
7078,379,IL,13,Treatment,147.52698,47,99,153,44,82,126,201,5
7079,1265,WA,3,Treatment,268.61928,133,109,260,156,122,278,443,231
7080,502,IL,12,Treatment,622.67913,336,304,688,306,249,582,1008,833
7081,931,PA,10,Treatment,1221.18624,837,592,1493,800,474,1276,2011,28
7082,884,OH,1,Treatment,669.73833,238,543,838,212,410,629,1152,542
7083,810,OH,1,Treatment,560.59401,243,318,590,226,307,542,716,607
7084,848,OH,1,Treatment,900.81861,225,743,1027,231,601,853,1288,711
7085,11,FL,16,Treatment,388.806,76,368,469,81,320,406,637,159
7086,998,PA,11,Treatment,601.36317,234,497,791,224,350,574,1233,1099
7087,1269,WA,3,Treatment,809.3202,290,551,917,334,605,939,1553,577
7088,986,PA,16,Treatment,947.34117,230,444,717,368,440,821,1870,477
7089,943,PA,16,Treatment,395.92035,121,357,490,118,247,374,578,98
7090,1142,VA,10,Treatment,1737.13593,1108,689,1954,1127,687,1814,3076,532
7091,206,FL,6,Treatment,2920.15236,1185,2075,3445,1205,1740,3009,4978,1117
7092,1265,WA,3,Treatment,223.96464,82,114,212,105,118,223,322,182
7093,406,IL,14,Treatment,1327.32873,615,733,1455,581,604,1185,2175,525
7094,1187,VA,10,Treatment,1655.51634,1144,596,1867,1376,601,1977,3743,468
7095,1216,WA,5,Treatment,920.99292,492,302,865,569,342,911,1209,180
7096,1253,WA,3,Treatment,258.26445,123,105,249,148,94,242,364,196
7097,154,FL,15,Treatment,2356.63263,927,1762,2805,886,1689,2616,3737,907
7098,993,PA,16,Treatment,431.28183,203,306,546,205,206,421,792,168
7099,357,IL,6,Treatment,380.64804,373,178,601,253,122,377,696,82
7100,611,MN,8,Treatment,712.70307,197,620,881,202,512,740,982,384
7101,1025,PA,7,Treatment,326.19198,349,116,483,236,61,301,954,10
7102,349,IL,13,Treatment,387.1032,246,156,426,245,142,387,651,0
7103,603,MN,8,Treatment,989.36034,757,403,1306,780,340,1188,1491,565
7104,527,IL,14,Treatment,775.87437,392,369,818,404,313,717,1223,515
7105,1225,WA,3,Treatment,209.42505,38,161,209,47,159,206,312,254
7106,70,FL,18,Treatment,1118.18748,838,721,1618,729,607,1359,2337,867
7107,532,MN,8,Control,405.15288,296,182,514,250,170,477,587,184
7108,253,FL,18,Treatment,3781.35765,1624,2832,4635,1519,2538,4093,6474,2138
7109,607,MN,2,Treatment,1428.61179,1175,801,2185,1141,657,1805,2467,795
7110,1023,PA,10,Treatment,893.06571,300,531,865,363,514,879,1251,32
7111,1041,PA,11,Treatment,1105.47066,301,932,1269,296,796,1092,1594,1144
7112,335,IL,12,Treatment,301.18662,118,224,359,122,177,306,700,586
7113,930,PA,10,Treatment,971.60865,342,640,1017,364,538,903,1248,144
7114,409,IL,12,Treatment,327.20592,105,245,364,104,187,296,530,497
7115,118,FL,16,Treatment,1086.95142,348,888,1290,318,821,1164,1740,528
7116,447,IL,6,Treatment,493.425,285,145,470,288,159,447,666,30
7117,1153,VA,10,Treatment,1879.71963,686,802,1556,90,122,212,2919,1148
7118,884,OH,1,Treatment,1032.91719,220,903,1173,220,698,941,1676,1498
7119,529,MN,2,Treatment,780.8112,440,493,1014,487,446,933,1122,664
7120,945,PA,16,Treatment,453.2673,170,327,531,170,261,444,741,119
7121,358,IL,12,Treatment,302.60433,64,247,322,84,197,289,464,431
7122,397,IL,14,Treatment,329.61048,191,160,378,164,120,284,616,236
7123,626,MN,2,Control,1381.84542,686,1034,1872,695,849,1545,2084,1300
7124,875,OH,1,Control,715.34241,349,452,844,319,345,676,1197,708
7125,182,FL,15,Treatment,1508.01903,479,1172,1724,429,1077,1532,2109,319
7126,159,FL,16,Treatment,3634.7556,1385,2525,4093,1292,2337,3662,5137,1532
7127,371,IL,6,Treatment,643.79385,284,343,663,281,313,594,1040,182
7128,1131,VA,1,Treatment,963.23139,342,677,1058,264,597,861,1519,139
7129,456,IL,12,Control,607.44036,359,283,695,329,200,544,1176,1003
7130,1167,VA,7,Treatment,759.58038,587,269,895,576,192,778,1421,708
7131,385,IL,12,Treatment,904.47834,290,591,935,319,551,890,1308,899
7132,441,IL,12,Treatment,295.84215,93,215,329,82,163,250,567,526
7133,623,MN,2,Control,1398.06459,593,1137,1918,719,926,1648,2158,1717
7134,951,PA,16,Treatment,714.59163,380,355,762,411,253,664,972,148
7135,1008,PA,11,Treatment,1004.82228,306,822,1181,293,701,994,1580,990
7136,1106,VA,1,Treatment,1335.6015,409,944,1443,398,889,1287,1927,198
7137,584,MN,1,Treatment,200.9949,72,165,255,77,130,207,285,124
7138,589,MN,2,Treatment,1788.25218,1170,953,2303,1187,904,2096,2489,1002
7139,501,IL,12,Treatment,276.82497,254,73,342,147,43,197,761,589
7140,727,NV,3,Control,753.23616,346,453,825,345,405,778,1015,886
7141,932,PA,7,Treatment,1409.90292,797,862,1711,725,672,1447,2220,1
7142,942,PA,10,Treatment,213.12348,201,96,316,156,79,235,464,2
7143,1161,VA,1,Treatment,515.22084,355,214,594,295,184,479,839,74
7144,1147,VA,5,Treatment,1086.16065,263,942,1268,252,794,1046,1895,807
7145,588,MN,2,Treatment,471.58788,206,317,573,205,291,496,621,574
7146,792,OH,12,Treatment,845.7885,377,516,928,396,424,827,1174,966
7147,651,MN,1,Treatment,96.39912,43,84,130,41,66,107,134,89
7148,49,FL,18,Treatment,366.95469,143,255,412,136,248,389,560,163
7149,510,IL,14,Treatment,947.79009,395,479,950,407,498,905,1345,361
7150,1273,WA,3,Treatment,52.42173,12,48,61,12,45,57,79,48
7151,501,IL,12,Treatment,340.60128,303,88,401,194,60,268,812,678
7152,1341,WA,5,Treatment,677.10294,388,283,747,476,283,759,1378,23
7153,792,OH,1,Treatment,554.42781,244,359,646,217,323,558,817,595
7154,1353,WA,5,Treatment,997.48347,379,556,999,415,587,1002,1260,151
7155,885,OH,12,Treatment,323.79258,68,285,371,77,202,284,497,131
7156,894,OH,1,Treatment,755.13633,225,565,838,234,466,712,1336,1112
7157,459,IL,13,Treatment,449.58822,235,239,500,204,204,409,774,30
7158,488,IL,13,Treatment,519.67779,187,326,546,171,263,437,809,1
7159,229,FL,15,Treatment,3329.46807,1360,2429,3940,1366,2098,3549,5465,1282
7160,317,IL,14,Treatment,929.5224,455,523,1074,490,396,886,1585,704
7161,592,MN,2,Treatment,1359.73353,951,888,2046,1025,775,1806,2326,1212
7162,1020,PA,7,Treatment,695.29581,584,354,970,488,238,756,1448,4
7163,824,OH,1,Treatment,622.51917,100,490,609,83,447,536,770,490
7164,213,FL,18,Control,956.75688,675,587,1322,573,436,1030,2338,910
7165,608,MN,2,Control,1913.09064,912,1259,2338,939,1223,2166,2669,1722
7166,1277,WA,5,Treatment,526.77408,149,309,473,163,336,499,642,95
7167,1290,WA,5,Control,637.1697,288,350,691,320,365,685,957,64
7168,1010,PA,16,Treatment,69.07176,25,43,72,23,43,66,103,18
7169,1297,WA,5,Treatment,831.96486,403,426,926,480,437,917,1395,109
7170,737,NV,3,Control,522.95955,295,372,712,300,277,605,963,742
7171,1073,PA,7,Treatment,970.38444,563,556,1159,540,425,986,1539,0
7172,632,MN,3,Treatment,1058.71848,653,563,1339,644,598,1243,1468,791
7173,269,FL,16,Treatment,743.79852,286,537,854,269,461,751,1257,371
7174,689,NV,3,Treatment,1407.28422,1037,1190,2342,857,803,1741,2510,2315
7175,1014,PA,16,Treatment,336.28623,169,204,390,184,125,312,530,57
7176,1146,VA,1,Control,1951.53264,790,943,1869,782,974,1756,2911,316
7177,497,IL,12,Treatment,720.70365,389,368,819,342,300,663,1244,785
7178,569,MN,3,Control,1279.55358,1078,624,1902,1019,564,1589,2039,586
7179,928,PA,16,Treatment,939.61794,294,716,1055,290,525,827,1509,303
7180,1304,WA,5,Treatment,658.92813,378,286,746,466,287,753,1079,57
7181,42,FL,15,Treatment,434.7171,481,62,557,391,65,474,1206,826
7182,101,FL,16,Treatment,703.57116,344,402,786,522,396,947,1507,791
7183,566,MN,1,Treatment,804.15504,501,474,1140,545,462,1009,1274,831
7184,1194,VA,5,Treatment,1770.08769,1778,172,2081,1803,193,1996,3717,1505
7185,351,IL,12,Control,504.08943,217,356,604,208,241,473,972,821
7186,315,IL,13,Treatment,371.41035,135,238,394,134,164,298,658,37
7187,528,MN,1,Treatment,560.46501,184,460,719,213,369,582,807,398
7188,405,IL,12,Treatment,448.78068,124,320,474,125,233,370,793,755
7189,554,MN,2,Treatment,44.4276,19,34,58,22,11,33,76,64
7190,1328,WA,5,Treatment,560.98101,212,390,651,182,352,534,679,230
7191,444,IL,12,Control,476.15448,102,381,509,109,336,450,749,668
7192,640,MN,1,Treatment,405.09354,216,275,548,230,226,458,587,309
7193,819,OH,12,Treatment,395.98227,465,87,599,433,81,532,986,283
7194,1098,VA,7,Treatment,3152.39235,1693,1871,3788,1612,1303,2956,5768,2437
7195,324,IL,13,Control,807.47679,252,552,844,219,473,692,1217,54
7196,1090,PA,16,Treatment,692.53392,242,506,781,221,395,626,982,188
7197,479,IL,14,Control,1132.99281,588,571,1257,586,479,1065,1743,486
7198,843,OH,12,Treatment,958.07268,209,790,1043,219,617,852,1436,191
7199,1252,WA,5,Treatment,721.6905,447,215,762,590,229,819,1406,68
7200,908,PA,7,Treatment,621.84966,395,436,876,362,257,656,1231,1
7201,519,IL,13,Treatment,726.65313,150,569,763,134,492,626,1116,233
7202,1061,PA,16,Treatment,233.92215,237,63,307,178,36,217,626,199
7203,416,IL,12,Treatment,181.503,69,95,166,72,84,159,280,260
7204,1104,VA,2,Treatment,1122.80181,487,703,1276,463,598,1061,2076,782
7205,413,IL,6,Treatment,552.91722,314,180,542,288,216,505,804,157
7206,424,IL,12,Control,398.18301,265,102,395,248,114,373,566,492
7207,1018,PA,16,Treatment,966.89241,494,424,953,556,333,892,1319,141
7208,402,IL,12,Treatment,607.13334,357,255,648,362,206,589,1054,868
7209,802,OH,12,Treatment,783.13707,444,492,985,395,385,791,1040,478
7210,555,MN,1,Treatment,191.51211,90,137,251,117,95,212,279,197
7211,1334,WA,3,Treatment,863.75433,442,553,1064,426,523,949,1263,979
7212,103,FL,18,Treatment,141.95934,161,58,228,148,51,201,401,138
7213,833,OH,1,Treatment,915.90774,256,710,999,265,611,895,1313,782
7214,733,NV,3,Treatment,701.57682,753,443,1290,621,312,1000,2086,2017
7215,591,MN,2,Treatment,1073.35998,880,597,1576,834,509,1347,1781,599
7216,1037,PA,11,Treatment,575.48319,236,399,673,238,347,585,854,472
7217,513,IL,6,Control,327.79932,182,138,340,151,125,278,531,197
7218,892,OH,12,Treatment,442.60545,256,251,538,204,178,387,1142,95
7219,770,NV,4,Treatment,1064.21259,354,892,1309,315,696,1093,1989,1468
7220,866,OH,1,Treatment,658.92942,236,419,670,235,398,647,881,650
7221,220,FL,15,Treatment,2763.01101,1028,2054,3287,1004,1741,2801,4432,965
7222,946,PA,11,Treatment,1467.67041,331,1354,1736,378,1023,1401,2264,1673
7223,1278,WA,5,Control,117.84924,13,83,103,11,100,111,154,57
7224,1133,VA,7,Treatment,823.93848,350,603,1019,351,499,862,1373,507
7225,1198,WA,5,Treatment,586.52301,276,300,657,373,303,676,1258,18
7226,846,OH,1,Treatment,477.10779,141,356,536,127,299,434,731,637
7227,369,IL,13,Treatment,242.38713,121,151,289,93,112,206,636,4
7228,644,MN,8,Treatment,1507.55334,769,930,1835,785,800,1630,2040,426
7229,1118,VA,10,Treatment,1429.48641,868,603,1576,870,615,1485,2537,459
7230,1150,VA,5,Treatment,919.86804,282,704,1015,230,591,821,1426,337
7231,799,OH,12,Control,434.26302,267,219,507,235,149,390,1057,205
7232,300,FL,16,Treatment,543.34671,233,380,644,248,306,555,799,239
7233,1197,WA,3,Treatment,798.82089,398,389,869,453,429,882,1500,1087
7234,1098,VA,7,Treatment,2214.18567,1076,1254,2474,1153,999,2194,4234,1709
7235,1070,PA,11,Treatment,889.71816,243,698,999,287,616,903,1271,837
7236,735,NV,3,Treatment,404.04348,445,252,735,377,193,586,1153,1084
7237,418,IL,6,Treatment,605.19834,401,237,704,366,194,560,1241,273
7238,934,PA,10,Treatment,393.00237,449,88,549,350,72,422,931,96
7239,584,MN,1,Treatment,181.12245,68,126,214,74,119,193,241,184
7240,845,OH,12,Treatment,571.81185,259,299,581,256,285,546,772,536
7241,566,MN,3,Treatment,1352.06319,787,807,1758,799,732,1535,1837,493
7242,579,MN,1,Treatment,73.69125,28,66,101,24,53,77,100,74
7243,882,OH,1,Treatment,948.24159,368,540,953,364,501,876,1165,1123
7244,1348,WA,5,Treatment,577.57557,214,379,673,280,392,672,1096,100
7245,610,MN,8,Treatment,78.74934,37,46,92,28,41,74,106,26
7246,1069,PA,7,Treatment,485.16513,431,235,702,334,128,476,1311,8
